"Date","Price","Open","High","Low","Vol.","Change %"
"10/04/1988","135.38","135.38","135.76","134.84","","-0.04%"
"10/03/1988","135.44","135.44","135.54","134.46","","0.63%"
"09/30/1988","134.60","134.60","134.66","134.16","","0.25%"
"09/29/1988","134.26","134.26","134.84","134.18","","-0.15%"
"09/28/1988","134.46","134.46","134.60","133.59","","0.25%"
"09/27/1988","134.12","134.12","135.00","133.94","","-0.45%"
"09/26/1988","134.72","134.72","134.84","133.90","","0.42%"
"09/23/1988","134.16","134.16","134.20","132.91","","0.82%"
"09/22/1988","133.07","133.07","134.84","132.45","","-0.63%"
"09/21/1988","133.91","133.91","134.34","133.01","","0.06%"
"09/20/1988","133.83","133.83","134.06","131.44","","1.12%"
"09/19/1988","132.35","132.35","133.83","131.85","","-0.63%"
"09/16/1988","133.19","133.19","135.68","132.89","","-0.43%"
"09/15/1988","133.77","133.77","135.01","132.92","","-0.28%"
"09/14/1988","134.15","134.15","134.97","133.23","","0.59%"
"09/13/1988","133.36","133.36","133.43","132.77","","0.02%"
"09/12/1988","133.33","133.33","133.82","133.23","","-0.21%"
"09/09/1988","133.61","133.61","133.77","132.76","","0.06%"
"09/08/1988","133.53","133.53","134.44","133.33","","0.12%"
"09/07/1988","133.36","133.36","134.92","133.23","","-1.12%"
"09/06/1988","134.87","134.87","136.24","134.69","","-0.75%"
"09/05/1988","135.88","135.88","136.29","135.16","","0.04%"
"09/02/1988","135.83","135.83","137.34","135.54","","-0.29%"
"09/01/1988","136.23","136.23","137.03","135.93","","-0.19%"
"08/31/1988","136.49","136.49","136.83","134.69","","1.20%"
"08/30/1988","134.87","134.87","135.15","134.15","","0.24%"
"08/29/1988","134.54","134.54","134.54","133.62","","0.55%"
"08/26/1988","133.80","133.80","133.97","133.15","","0.41%"
"08/25/1988","133.26","133.26","134.02","132.97","","-0.38%"
"08/24/1988","133.77","133.77","134.70","133.66","","-0.26%"
"08/23/1988","134.12","134.12","134.21","133.57","","0.37%"
"08/22/1988","133.62","133.62","134.12","133.43","","0.07%"
"08/19/1988","133.53","133.53","133.72","133.00","","0.15%"
"08/18/1988","133.33","133.33","134.07","131.97","","-0.43%"
"08/17/1988","133.90","133.90","134.25","132.92","","0.17%"
"08/16/1988","133.67","133.67","133.67","130.97","","0.33%"
"08/15/1988","133.23","133.23","133.28","132.53","","0.35%"
"08/12/1988","132.77","132.77","133.33","132.66","","-0.06%"
"08/11/1988","132.85","132.85","134.39","132.38","","-0.58%"
"08/10/1988","133.62","133.62","135.16","133.53","","-1.07%"
"08/09/1988","135.06","135.06","135.16","133.33","","1.00%"
"08/08/1988","133.72","133.72","134.10","133.23","","-0.07%"
"08/05/1988","133.82","133.82","133.87","132.87","","0.62%"
"08/04/1988","133.00","133.00","133.07","132.58","","0.22%"
"08/03/1988","132.71","132.71","133.23","132.61","","-0.16%"
"08/02/1988","132.92","132.92","133.00","132.09","","0.27%"
"08/01/1988","132.56","132.56","133.38","132.38","","-0.44%"
"07/29/1988","133.15","133.15","133.23","132.33","","0.43%"
"07/28/1988","132.58","132.58","132.63","131.43","","0.76%"
"07/27/1988","131.58","131.58","133.23","130.97","","-0.61%"
"07/26/1988","132.38","132.38","132.77","131.53","","0.07%"
"07/25/1988","132.28","132.28","132.51","130.09","","1.08%"
