"Date","Price","Open","High","Low","Vol.","Change %"
"07/29/2016","102.05","105.26","105.35","101.96","","-3.03%"
"07/28/2016","105.24","105.40","105.52","104.52","","-0.14%"
"07/27/2016","105.39","104.66","106.55","104.62","","0.72%"
"07/26/2016","104.64","105.81","105.90","103.99","","-1.06%"
"07/25/2016","105.76","106.21","106.73","105.73","","-0.28%"
"07/22/2016","106.06","105.82","106.40","105.57","","0.25%"
"07/21/2016","105.80","106.86","107.49","105.43","","-0.95%"
"07/20/2016","106.82","106.13","107.03","105.83","","0.67%"
"07/19/2016","106.11","106.16","106.54","105.65","","-0.04%"
"07/18/2016","106.15","105.26","106.27","105.06","","1.26%"
"07/15/2016","104.83","105.35","106.32","104.64","","-0.47%"
"07/14/2016","105.32","104.50","105.95","104.00","","0.80%"
"07/13/2016","104.48","104.69","104.90","103.91","","-0.20%"
"07/12/2016","104.69","102.81","105.00","102.44","","1.85%"
"07/11/2016","102.79","100.47","102.91","100.44","","2.25%"
"07/08/2016","100.53","100.78","101.26","100.04","","-0.22%"
"07/07/2016","100.75","101.33","101.42","100.59","","-0.55%"
"07/06/2016","101.31","101.74","101.78","100.20","","-0.38%"
"07/05/2016","101.70","102.56","102.60","101.45","","-0.83%"
"07/04/2016","102.55","102.53","102.82","102.43","","0.04%"
"07/01/2016","102.51","103.29","103.42","102.42","","-0.72%"
"06/30/2016","103.25","102.82","103.32","102.35","","0.43%"
"06/29/2016","102.81","102.77","102.97","102.17","","0.07%"
"06/28/2016","102.74","102.00","102.87","101.55","","0.74%"
"06/27/2016","101.99","102.11","102.49","101.40","","-0.20%"
"06/24/2016","102.19","106.16","106.83","99.10","","-3.71%"
"06/23/2016","106.13","104.41","106.20","104.11","","1.67%"
"06/22/2016","104.39","104.75","104.86","104.31","","-0.32%"
"06/21/2016","104.73","103.95","105.06","103.59","","0.78%"
"06/20/2016","103.92","104.35","104.86","103.78","","-0.17%"
"06/17/2016","104.10","104.27","104.84","104.09","","-0.13%"
"06/16/2016","104.24","106.02","106.04","103.60","","-1.66%"
"06/15/2016","106.00","106.12","106.41","105.48","","-0.09%"
"06/14/2016","106.10","106.27","106.43","105.62","","-0.12%"
"06/13/2016","106.23","106.93","106.93","105.74","","-0.68%"
"06/10/2016","106.96","107.09","107.27","106.55","","-0.11%"
"06/09/2016","107.08","106.99","107.19","106.26","","0.10%"
"06/08/2016","106.97","107.36","107.40","106.58","","-0.34%"
"06/07/2016","107.33","107.57","107.91","107.16","","-0.20%"
"06/06/2016","107.55","106.45","107.67","106.37","","0.98%"
"06/03/2016","106.51","108.88","109.15","106.50","","-2.15%"
"06/02/2016","108.85","109.54","109.60","108.51","","-0.61%"
"06/01/2016","109.52","110.71","110.84","109.05","","-1.05%"
"05/31/2016","110.68","111.12","111.36","110.50","","-0.39%"
"05/30/2016","111.11","110.42","111.45","110.32","","0.81%"
"05/27/2016","110.22","109.77","110.47","109.47","","0.43%"
"05/26/2016","109.75","110.19","110.25","109.40","","-0.39%"
"05/25/2016","110.18","110.00","110.47","109.86","","0.18%"
"05/24/2016","109.98","109.24","110.14","109.16","","0.70%"
"05/23/2016","109.22","110.11","110.25","109.10","","-0.84%"
"05/20/2016","110.14","109.97","110.60","109.85","","0.17%"
"05/19/2016","109.95","110.20","110.40","109.70","","-0.21%"
"05/18/2016","110.18","109.14","110.27","108.72","","0.97%"
"05/17/2016","109.12","109.03","109.66","108.84","","0.10%"
"05/16/2016","109.01","108.57","109.11","108.46","","0.38%"
"05/13/2016","108.60","109.02","109.50","108.51","","-0.38%"
"05/12/2016","109.01","108.43","109.41","108.23","","0.55%"
"05/11/2016","108.41","109.27","109.39","108.36","","-0.77%"
"05/10/2016","109.25","108.35","109.36","108.26","","0.87%"
"05/09/2016","108.31","107.12","108.62","107.03","","1.13%"
"05/06/2016","107.10","107.26","107.43","106.44","","-0.13%"
"05/05/2016","107.24","107.01","107.51","106.80","","0.22%"
"05/04/2016","107.00","106.62","107.47","106.25","","0.38%"
"05/03/2016","106.59","106.41","106.69","105.54","","0.18%"
"05/02/2016","106.40","106.30","106.83","106.16","","0.05%"
"04/29/2016","106.35","108.11","108.21","106.28","","-1.60%"
"04/28/2016","108.08","111.49","111.90","107.87","","-3.02%"
"04/27/2016","111.45","111.31","111.77","111.02","","0.13%"
"04/26/2016","111.30","111.21","111.49","110.66","","0.10%"
"04/25/2016","111.19","111.57","111.92","110.84","","-0.53%"
"04/22/2016","111.78","109.47","111.83","109.26","","2.14%"
"04/21/2016","109.44","109.88","109.91","109.31","","-0.36%"
"04/20/2016","109.83","109.21","109.89","108.76","","0.60%"
"04/19/2016","109.17","108.82","109.51","108.75","","0.33%"
"04/18/2016","108.81","108.24","109.00","107.84","","0.07%"
"04/15/2016","108.73","109.40","109.75","108.60","","-0.59%"
"04/14/2016","109.37","109.35","109.56","108.90","","0.04%"
"04/13/2016","109.33","108.55","109.41","108.50","","0.74%"
"04/12/2016","108.53","107.95","108.80","107.86","","0.56%"
"04/11/2016","107.93","108.07","108.45","107.63","","-0.09%"
"04/08/2016","108.03","108.22","109.11","108.03","","-0.16%"
"04/07/2016","108.20","109.80","109.88","107.69","","-1.44%"
"04/06/2016","109.78","110.34","110.64","109.34","","-0.48%"
"04/05/2016","110.31","111.34","111.36","109.96","","-0.90%"
"04/04/2016","111.31","111.71","111.82","111.08","","-0.30%"
"04/01/2016","111.65","112.57","112.60","111.58","","-0.81%"
"03/31/2016","112.56","112.42","112.67","112.10","","0.12%"
"03/30/2016","112.42","112.70","112.82","112.01","","-0.23%"
"03/29/2016","112.68","113.45","113.82","112.60","","-0.66%"
"03/28/2016","113.43","113.10","113.71","113.05","","0.35%"
"03/25/2016","113.04","112.93","113.32","112.75","","0.13%"
"03/24/2016","112.89","112.39","113.02","112.29","","0.48%"
"03/23/2016","112.35","112.38","112.92","112.14","","-0.01%"
"03/22/2016","112.36","111.96","112.50","111.38","","0.38%"
"03/21/2016","111.93","111.45","111.99","111.22","","0.34%"
"03/18/2016","111.55","111.40","111.77","110.82","","0.16%"
"03/17/2016","111.37","112.57","112.97","110.67","","-1.07%"
"03/16/2016","112.57","113.16","113.83","112.33","","-0.53%"
"03/15/2016","113.17","113.83","113.95","112.63","","-0.56%"
"03/14/2016","113.81","113.85","114.02","113.50","","0.01%"
"03/11/2016","113.80","113.20","113.93","112.78","","0.55%"
"03/10/2016","113.18","113.36","114.46","112.62","","-0.11%"
"03/09/2016","113.31","112.63","113.47","112.22","","0.62%"
"03/08/2016","112.61","113.47","113.53","112.43","","-0.72%"
"03/07/2016","113.43","113.81","114.08","113.22","","-0.28%"
"03/04/2016","113.75","113.69","114.28","113.16","","0.07%"
"03/03/2016","113.67","113.49","114.29","113.30","","0.19%"
"03/02/2016","113.45","114.02","114.57","113.21","","-0.46%"
"03/01/2016","113.98","112.69","114.20","112.16","","1.17%"
"02/29/2016","112.66","113.86","114.00","112.64","","-1.17%"
"02/26/2016","113.99","113.00","114.00","112.56","","0.89%"
"02/25/2016","112.98","112.18","113.04","111.89","","0.72%"
"02/24/2016","112.17","112.11","112.28","111.05","","0.06%"
"02/23/2016","112.10","112.90","113.07","111.77","","-0.72%"
"02/22/2016","112.91","112.63","113.40","112.36","","0.33%"
"02/19/2016","112.54","113.25","113.39","112.30","","-0.61%"
"02/18/2016","113.23","114.11","114.34","113.13","","-0.75%"
"02/17/2016","114.08","114.07","114.51","113.37","","0.02%"
"02/16/2016","114.06","114.57","114.90","113.59","","-0.45%"
"02/15/2016","114.57","113.23","114.74","113.07","","1.21%"
"02/12/2016","113.20","112.42","113.54","111.73","","0.70%"
"02/11/2016","112.41","113.34","113.60","111.00","","-0.80%"
"02/10/2016","113.32","115.14","115.27","113.13","","-1.55%"
"02/09/2016","115.10","115.85","115.87","114.24","","-0.64%"
"02/08/2016","115.84","116.91","117.54","115.19","","-0.90%"
"02/05/2016","116.89","116.79","117.43","116.44","","0.13%"
"02/04/2016","116.74","117.90","118.25","116.52","","-0.97%"
"02/03/2016","117.88","119.97","120.06","117.05","","-1.72%"
"02/02/2016","119.94","121.00","121.06","119.84","","-0.85%"
"02/01/2016","120.97","121.12","121.49","120.68","","-0.05%"
"01/29/2016","121.03","118.82","121.70","118.51","","1.87%"
"01/28/2016","118.81","118.69","119.01","118.41","","0.13%"
"01/27/2016","118.66","118.43","119.09","118.03","","0.21%"
"01/26/2016","118.41","118.31","118.63","117.65","","0.11%"
"01/25/2016","118.28","118.53","118.88","118.18","","-0.41%"
"01/22/2016","118.77","117.72","118.89","117.54","","0.93%"
"01/21/2016","117.68","116.94","117.83","116.47","","0.66%"
"01/20/2016","116.91","117.63","117.69","115.98","","-0.60%"
"01/19/2016","117.62","117.33","118.13","117.25","","0.26%"
"01/18/2016","117.31","116.91","117.46","116.57","","0.22%"
"01/15/2016","117.05","118.04","118.28","116.50","","-0.84%"
"01/14/2016","118.04","117.69","118.29","117.29","","0.32%"
"01/13/2016","117.66","117.66","118.39","117.63","","0.03%"
"01/12/2016","117.62","117.76","118.07","117.22","","-0.11%"
"01/11/2016","117.75","117.46","118.04","116.70","","0.26%"
"01/08/2016","117.44","117.67","118.77","117.44","","-0.19%"
"01/07/2016","117.66","118.48","118.77","117.32","","-0.68%"
"01/06/2016","118.46","119.07","119.18","118.24","","-0.50%"
"01/05/2016","119.05","119.44","119.72","118.79","","-0.31%"
"01/04/2016","119.42","120.30","120.47","118.70","","-0.73%"
"01/01/2016","120.30","120.29","120.32","120.29","","0.00%"
"12/31/2015","120.30","120.52","120.60","120.00","","-0.16%"
"12/30/2015","120.49","120.47","120.67","120.34","","0.02%"
"12/29/2015","120.46","120.41","120.52","120.22","","0.07%"
"12/28/2015","120.38","120.25","120.65","120.17","","-0.02%"
"12/25/2015","120.40","120.48","120.48","120.04","","-0.02%"
"12/24/2015","120.42","120.92","121.00","120.24","","-0.41%"
"12/23/2015","120.91","121.08","121.14","120.80","","-0.12%"
"12/22/2015","121.05","121.19","121.32","120.72","","-0.08%"
"12/21/2015","121.15","121.24","121.53","120.85","","-0.04%"
"12/18/2015","121.20","122.56","123.60","121.05","","-1.10%"
"12/17/2015","122.55","122.21","122.89","122.19","","0.29%"
"12/16/2015","122.20","121.68","122.43","121.43","","0.45%"
"12/15/2015","121.65","121.04","121.81","120.57","","0.52%"
"12/14/2015","121.02","120.99","121.37","120.34","","0.13%"
"12/11/2015","120.86","121.60","122.24","120.58","","-0.59%"
"12/10/2015","121.58","121.47","121.88","121.25","","0.13%"
"12/09/2015","121.42","122.94","123.07","121.07","","-1.20%"
"12/08/2015","122.90","123.38","123.41","122.71","","-0.38%"
"12/07/2015","123.37","123.23","123.49","123.14","","0.17%"
"12/04/2015","123.16","122.60","123.38","122.46","","0.46%"
"12/03/2015","122.59","123.25","123.57","122.29","","-0.53%"
"12/02/2015","123.24","122.89","123.68","122.82","","0.32%"
"12/01/2015","122.85","123.10","123.29","122.64","","-0.19%"
"11/30/2015","123.08","122.82","123.35","122.68","","0.21%"
"11/27/2015","122.82","122.62","122.89","122.30","","0.18%"
"11/26/2015","122.60","122.70","122.75","122.49","","-0.08%"
"11/25/2015","122.70","122.53","122.95","122.25","","0.16%"
"11/24/2015","122.51","122.85","122.98","122.31","","-0.25%"
"11/23/2015","122.82","122.79","123.27","122.75","","-0.06%"
"11/20/2015","122.89","122.87","123.07","122.71","","0.03%"
"11/19/2015","122.85","123.64","123.65","122.62","","-0.61%"
"11/18/2015","123.61","123.45","123.69","123.21","","0.15%"
"11/17/2015","123.43","123.18","123.50","123.17","","0.23%"
"11/16/2015","123.15","122.35","123.29","122.22","","0.43%"
"11/13/2015","122.62","122.61","123.00","122.45","","0.02%"
"11/12/2015","122.59","122.87","123.09","122.55","","-0.19%"
"11/11/2015","122.82","123.18","123.24","122.75","","-0.24%"
"11/10/2015","123.12","123.18","123.45","123.02","","-0.04%"
"11/09/2015","123.17","123.17","123.61","122.97","","0.03%"
"11/06/2015","123.13","121.75","123.28","121.62","","1.14%"
"11/05/2015","121.74","121.58","122.02","121.38","","0.17%"
"11/04/2015","121.53","121.07","121.73","121.00","","0.40%"
"11/03/2015","121.05","120.75","121.24","120.59","","0.25%"
"11/02/2015","120.75","120.66","120.83","120.25","","0.12%"
"10/30/2015","120.61","121.13","121.48","120.28","","-0.42%"
"10/29/2015","121.12","121.10","121.20","120.59","","0.05%"
"10/28/2015","121.06","120.46","121.27","120.25","","0.51%"
"10/27/2015","120.45","121.11","121.11","120.16","","-0.51%"
"10/26/2015","121.07","121.44","121.53","120.61","","-0.31%"
"10/23/2015","121.45","120.71","121.50","120.23","","0.65%"
"10/22/2015","120.66","119.93","120.78","119.61","","0.61%"
"10/21/2015","119.93","119.84","120.11","119.75","","0.09%"
"10/20/2015","119.82","119.50","119.98","119.40","","0.28%"
"10/19/2015","119.48","119.50","119.58","119.14","","0.05%"
"10/16/2015","119.42","118.90","119.68","118.82","","0.46%"
"10/15/2015","118.87","118.84","119.18","118.06","","0.04%"
"10/14/2015","118.82","119.75","119.82","118.64","","-0.76%"
"10/13/2015","119.73","120.06","120.09","119.55","","-0.24%"
"10/12/2015","120.02","120.27","120.28","119.88","","-0.19%"
"10/09/2015","120.25","119.94","120.37","119.84","","0.28%"
"10/08/2015","119.91","120.02","120.13","119.62","","-0.07%"
"10/07/2015","120.00","120.22","120.38","119.74","","-0.19%"
"10/06/2015","120.23","120.48","120.59","120.10","","-0.18%"
"10/05/2015","120.45","120.00","120.57","119.87","","0.47%"
"10/02/2015","119.89","119.94","120.42","118.68","","-0.03%"
"10/01/2015","119.92","119.88","120.30","119.49","","0.07%"
"09/30/2015","119.84","119.74","120.37","119.56","","0.11%"
"09/29/2015","119.71","119.93","120.17","119.24","","-0.17%"
"09/28/2015","119.91","120.55","120.60","119.69","","-0.53%"
"09/25/2015","120.55","120.08","121.25","120.01","","0.41%"
"09/24/2015","120.06","120.28","120.40","119.22","","-0.18%"
"09/23/2015","120.28","120.15","120.56","119.63","","0.13%"
"09/22/2015","120.12","120.58","120.63","119.69","","-0.34%"
"09/21/2015","120.53","119.86","120.67","119.73","","0.46%"
"09/18/2015","119.98","120.02","120.29","119.05","","0.00%"
"09/17/2015","119.98","120.57","121.01","119.79","","-0.47%"
"09/16/2015","120.55","120.42","120.74","120.10","","0.11%"
"09/15/2015","120.42","120.25","120.67","119.40","","0.17%"
"09/14/2015","120.22","120.57","120.85","119.85","","-0.27%"
"09/11/2015","120.55","120.63","120.98","120.36","","-0.03%"
"09/10/2015","120.59","120.52","121.33","119.97","","0.09%"
"09/09/2015","120.48","119.83","121.21","119.80","","0.58%"
"09/08/2015","119.78","119.28","120.23","118.85","","0.43%"
"09/07/2015","119.27","118.74","119.59","118.68","","0.24%"
"09/04/2015","118.99","120.07","120.20","118.77","","-0.89%"
"09/03/2015","120.06","120.33","120.71","119.64","","-0.22%"
"09/02/2015","120.32","119.39","120.47","119.22","","0.80%"
"09/01/2015","119.36","121.23","121.29","119.28","","-1.53%"
"08/31/2015","121.22","121.68","121.76","120.88","","-0.39%"
"08/28/2015","121.70","121.03","121.75","120.65","","0.55%"
"08/27/2015","121.03","119.92","121.41","119.79","","0.94%"
"08/26/2015","119.90","118.86","120.02","118.45","","0.87%"
"08/25/2015","118.86","118.41","120.41","118.25","","0.40%"
"08/24/2015","118.39","121.71","122.03","116.47","","-2.97%"
"08/21/2015","122.01","123.41","123.51","121.82","","-1.11%"
"08/20/2015","123.38","123.79","124.17","123.33","","-0.32%"
"08/19/2015","123.78","124.41","124.49","123.69","","-0.49%"
"08/18/2015","124.39","124.39","124.54","124.18","","0.01%"
"08/17/2015","124.38","124.41","124.59","124.21","","0.06%"
"08/14/2015","124.30","124.43","124.56","124.04","","-0.09%"
"08/13/2015","124.41","124.21","124.64","124.07","","0.17%"
"08/12/2015","124.20","125.13","125.30","123.79","","-0.72%"
"08/11/2015","125.10","124.63","125.22","124.51","","0.39%"
"08/10/2015","124.61","124.16","124.80","124.14","","0.32%"
"08/07/2015","124.21","124.76","125.07","124.10","","-0.42%"
"08/06/2015","124.73","124.87","124.98","124.54","","-0.12%"
"08/05/2015","124.88","124.39","125.03","124.01","","0.40%"
"08/04/2015","124.38","124.03","124.42","123.79","","0.30%"
"08/03/2015","124.01","124.03","124.29","123.85","","0.07%"
"07/31/2015","123.92","124.17","124.39","123.52","","-0.18%"
"07/30/2015","124.14","123.94","124.60","123.87","","0.18%"
"07/29/2015","123.92","123.57","124.03","123.32","","0.30%"
"07/28/2015","123.55","123.27","123.82","123.06","","0.27%"
"07/27/2015","123.22","123.74","123.85","123.00","","-0.46%"
"07/24/2015","123.79","123.93","124.11","123.59","","-0.08%"
"07/23/2015","123.89","123.97","124.20","123.67","","-0.04%"
"07/22/2015","123.94","123.88","124.17","123.56","","0.06%"
"07/21/2015","123.87","124.27","124.50","123.75","","-0.31%"
"07/20/2015","124.25","124.09","124.40","123.98","","0.15%"
"07/17/2015","124.07","124.16","124.25","123.91","","-0.06%"
"07/16/2015","124.14","123.77","124.20","123.73","","0.31%"
"07/15/2015","123.76","123.39","123.99","123.25","","0.33%"
"07/14/2015","123.35","123.44","123.74","122.92","","-0.06%"
"07/13/2015","123.42","122.03","123.55","122.03","","0.55%"
"07/10/2015","122.74","121.34","122.90","121.27","","1.16%"
"07/09/2015","121.33","120.73","121.59","120.46","","0.52%"
"07/08/2015","120.70","122.54","122.59","120.40","","-1.49%"
"07/07/2015","122.53","122.58","122.90","122.00","","-0.02%"
"07/06/2015","122.55","122.07","122.94","121.74","","-0.20%"
"07/03/2015","122.80","123.07","123.21","122.59","","-0.20%"
"07/02/2015","123.04","123.17","123.74","122.96","","-0.09%"
"07/01/2015","123.15","122.49","123.25","122.35","","0.54%"
"06/30/2015","122.49","122.54","122.74","121.94","","-0.03%"
"06/29/2015","122.53","122.73","123.21","122.12","","-1.07%"
"06/26/2015","123.85","123.62","124.00","123.22","","0.20%"
"06/25/2015","123.60","123.85","123.98","123.32","","-0.19%"
"06/24/2015","123.84","123.94","124.39","123.71","","-0.08%"
"06/23/2015","123.94","123.38","124.20","123.34","","0.47%"
"06/22/2015","123.36","122.84","123.44","122.56","","0.58%"
"06/19/2015","122.65","122.97","123.24","122.55","","-0.24%"
"06/18/2015","122.95","123.43","123.62","122.47","","-0.37%"
"06/17/2015","123.41","123.36","124.45","123.21","","0.06%"
"06/16/2015","123.34","123.42","123.79","123.29","","-0.06%"
"06/15/2015","123.41","123.37","123.67","123.11","","0.03%"
"06/12/2015","123.37","123.42","123.84","123.13","","-0.02%"
"06/11/2015","123.39","122.68","124.14","122.62","","0.60%"
"06/10/2015","122.65","124.34","124.64","122.45","","-1.34%"
"06/09/2015","124.32","124.48","124.76","123.86","","-0.12%"
"06/08/2015","124.47","125.60","125.69","124.30","","-0.91%"
"06/05/2015","125.61","124.37","125.86","124.34","","1.01%"
"06/04/2015","124.36","124.26","124.70","123.78","","0.10%"
"06/03/2015","124.24","124.12","124.70","123.79","","0.13%"
"06/02/2015","124.08","124.78","125.06","123.75","","-0.55%"
"06/01/2015","124.76","124.13","124.93","123.86","","0.52%"
"05/29/2015","124.11","123.96","124.20","123.60","","0.14%"
"05/28/2015","123.94","123.65","124.48","123.49","","0.23%"
"05/27/2015","123.65","123.07","124.08","122.78","","0.46%"
"05/26/2015","123.08","121.56","123.34","121.51","","1.26%"
"05/25/2015","121.55","121.51","121.79","121.44","","0.02%"
"05/22/2015","121.53","121.04","121.58","120.63","","0.42%"
"05/21/2015","121.02","121.34","121.40","120.84","","-0.26%"
"05/20/2015","121.34","120.70","121.49","120.58","","0.54%"
"05/19/2015","120.69","119.99","120.75","119.82","","0.59%"
"05/18/2015","119.98","119.28","120.05","119.25","","0.60%"
"05/15/2015","119.27","119.17","119.95","119.15","","0.12%"
"05/14/2015","119.13","119.17","119.36","118.88","","-0.01%"
"05/13/2015","119.14","119.88","119.99","119.03","","-0.59%"
"05/12/2015","119.85","120.09","120.29","119.78","","-0.18%"
"05/11/2015","120.07","119.68","120.16","119.45","","0.23%"
"05/08/2015","119.79","119.74","120.25","119.59","","0.05%"
"05/07/2015","119.73","119.47","119.88","119.05","","0.25%"
"05/06/2015","119.43","119.86","120.06","119.20","","-0.33%"
"05/05/2015","119.82","120.14","120.53","119.73","","-0.23%"
"05/04/2015","120.10","120.18","120.29","119.99","","-0.05%"
"05/01/2015","120.16","119.38","120.31","119.36","","0.69%"
"04/30/2015","119.34","119.01","119.91","118.49","","0.27%"
"04/29/2015","119.02","118.85","119.38","118.60","","0.15%"
"04/28/2015","118.84","119.03","119.22","118.77","","-0.16%"
"04/27/2015","119.03","119.01","119.45","118.77","","0.05%"
"04/24/2015","118.97","119.59","119.68","118.82","","-0.49%"
"04/23/2015","119.56","119.93","120.11","119.42","","-0.28%"
"04/22/2015","119.90","119.68","119.98","119.34","","0.20%"
"04/21/2015","119.66","119.18","119.85","119.16","","0.40%"
"04/20/2015","119.18","118.82","119.45","118.53","","0.24%"
"04/17/2015","118.90","119.02","119.28","118.56","","-0.08%"
"04/16/2015","118.99","119.16","119.49","118.79","","-0.12%"
"04/15/2015","119.13","119.40","119.76","118.78","","-0.19%"
"04/14/2015","119.36","120.13","120.19","119.06","","-0.62%"
"04/13/2015","120.10","120.22","120.86","119.75","","-0.09%"
"04/10/2015","120.21","120.60","120.65","120.05","","-0.30%"
"04/09/2015","120.57","120.14","120.75","119.85","","0.37%"
"04/08/2015","120.12","120.26","120.36","119.64","","-0.12%"
"04/07/2015","120.26","119.54","120.46","119.43","","0.62%"
"04/06/2015","119.52","118.96","119.69","118.79","","0.47%"
"04/03/2015","118.96","119.72","119.80","118.71","","-0.62%"
"04/02/2015","119.70","119.78","119.91","119.44","","-0.04%"
"04/01/2015","119.75","120.13","120.34","119.42","","-0.31%"
"03/31/2015","120.12","120.08","120.38","119.78","","0.05%"
"03/30/2015","120.06","119.15","120.24","119.11","","0.81%"
"03/27/2015","119.10","119.19","119.52","118.93","","-0.07%"
"03/26/2015","119.18","119.49","119.59","118.32","","-0.25%"
"03/25/2015","119.48","119.76","119.85","119.24","","-0.20%"
"03/24/2015","119.72","119.73","120.00","119.22","","-0.01%"
"03/23/2015","119.73","120.06","120.19","119.59","","-0.25%"
"03/20/2015","120.03","120.80","121.21","119.90","","-0.62%"
"03/19/2015","120.78","120.11","121.05","119.68","","0.57%"
"03/18/2015","120.09","121.37","121.43","119.40","","-1.04%"
"03/17/2015","121.35","121.34","121.54","121.11","","0.02%"
"03/16/2015","121.32","121.40","121.50","121.09","","-0.05%"
"03/13/2015","121.38","121.29","121.59","121.13","","0.08%"
"03/12/2015","121.28","121.45","121.69","120.68","","-0.13%"
"03/11/2015","121.44","121.13","121.64","120.86","","0.26%"
"03/10/2015","121.13","121.16","122.04","120.92","","-0.02%"
"03/09/2015","121.15","120.82","121.42","120.60","","0.26%"
"03/06/2015","120.83","120.14","121.30","119.90","","0.58%"
"03/05/2015","120.13","119.68","120.41","119.62","","0.40%"
"03/04/2015","119.65","119.73","119.84","119.46","","-0.06%"
"03/03/2015","119.72","120.15","120.29","119.37","","-0.33%"
"03/02/2015","120.12","119.65","120.21","119.60","","0.51%"
"02/27/2015","119.51","119.42","119.81","119.11","","0.08%"
"02/26/2015","119.41","118.87","119.52","118.67","","0.48%"
"02/25/2015","118.84","118.98","119.08","118.61","","-0.11%"
"02/24/2015","118.97","118.82","119.85","118.76","","0.13%"
"02/23/2015","118.81","119.03","119.37","118.73","","-0.17%"
"02/20/2015","119.01","118.95","119.20","118.29","","0.06%"
"02/19/2015","118.94","118.80","119.19","118.47","","0.13%"
"02/18/2015","118.78","119.26","119.43","118.54","","-0.37%"
"02/17/2015","119.22","118.48","119.43","118.23","","0.64%"
"02/16/2015","118.46","118.77","118.88","118.18","","-0.22%"
"02/13/2015","118.72","119.12","119.21","118.42","","-0.32%"
"02/12/2015","119.10","120.46","120.48","118.51","","-1.12%"
"02/11/2015","120.45","119.44","120.49","119.28","","0.87%"
"02/10/2015","119.41","118.64","119.63","118.39","","0.66%"
"02/09/2015","118.63","119.18","119.20","118.33","","-0.28%"
"02/06/2015","118.96","117.54","119.24","117.18","","1.23%"
"02/05/2015","117.51","117.27","117.61","117.02","","0.21%"
"02/04/2015","117.26","117.57","118.01","117.07","","-0.25%"
"02/03/2015","117.55","117.62","117.76","116.87","","-0.03%"
"02/02/2015","117.58","117.48","117.88","116.67","","0.12%"
"01/30/2015","117.44","118.30","118.47","117.30","","-0.69%"
"01/29/2015","118.26","117.56","118.50","117.38","","0.62%"
"01/28/2015","117.53","117.88","118.27","117.27","","-0.27%"
"01/27/2015","117.85","118.46","118.67","117.34","","-0.51%"
"01/26/2015","118.45","117.79","118.52","117.27","","0.60%"
"01/23/2015","117.74","118.50","118.83","117.54","","-0.62%"
"01/22/2015","118.48","117.96","118.68","117.25","","0.47%"
"01/21/2015","117.93","118.82","118.86","117.18","","-0.72%"
"01/20/2015","118.79","117.57","118.89","117.56","","1.05%"
"01/19/2015","117.55","117.63","117.80","116.93","","-0.05%"
"01/16/2015","117.61","116.18","117.77","115.84","","1.25%"
"01/15/2015","116.16","117.34","117.96","116.15","","-0.99%"
"01/14/2015","117.32","117.95","117.98","116.07","","-0.51%"
"01/13/2015","117.92","118.34","118.86","117.54","","-0.34%"
"01/12/2015","118.32","118.53","119.33","118.10","","-0.15%"
"01/09/2015","118.50","119.69","119.89","118.42","","-0.96%"
"01/08/2015","119.65","119.26","119.98","119.15","","0.34%"
"01/07/2015","119.25","118.41","119.66","118.38","","0.73%"
"01/06/2015","118.39","119.63","119.65","118.06","","-1.04%"
"01/05/2015","119.63","120.49","120.66","119.39","","-0.71%"
"01/02/2015","120.49","119.80","120.76","119.72","","0.60%"
"01/01/2015","119.77","119.70","119.87","119.66","","0.08%"
"12/31/2014","119.68","119.49","119.95","119.24","","0.18%"
"12/30/2014","119.46","120.68","120.71","118.86","","-0.99%"
"12/29/2014","120.65","120.40","120.75","120.16","","0.22%"
"12/26/2014","120.39","120.10","120.48","120.10","","0.26%"
"12/25/2014","120.08","120.51","120.52","120.00","","-0.33%"
"12/24/2014","120.48","120.71","120.78","120.27","","-0.16%"
"12/23/2014","120.67","120.06","120.84","119.99","","0.52%"
"12/22/2014","120.05","119.40","120.10","119.31","","0.47%"
"12/19/2014","119.49","118.85","119.64","118.82","","0.56%"
"12/18/2014","118.82","118.65","119.32","118.25","","0.15%"
"12/17/2014","118.64","116.42","118.91","116.31","","1.93%"
"12/16/2014","116.39","117.82","118.02","115.57","","-1.20%"
"12/15/2014","117.80","119.06","119.07","117.56","","-0.82%"
"12/12/2014","118.77","118.65","119.21","118.05","","0.10%"
"12/11/2014","118.65","117.80","119.57","117.45","","0.71%"
"12/10/2014","117.81","119.70","119.94","117.73","","-1.57%"
"12/09/2014","119.69","120.70","121.01","117.94","","-0.81%"
"12/08/2014","120.67","121.47","121.86","120.20","","-0.61%"
"12/05/2014","121.41","119.78","121.70","119.70","","1.36%"
"12/04/2014","119.78","119.80","120.26","119.34","","0.01%"
"12/03/2014","119.77","119.21","119.88","119.11","","0.49%"
"12/02/2014","119.19","118.40","119.30","118.22","","0.68%"
"12/01/2014","118.39","118.71","119.15","117.87","","-0.19%"
"11/28/2014","118.61","117.71","118.79","117.70","","0.79%"
"11/27/2014","117.68","117.73","117.90","117.24","","-0.03%"
"11/26/2014","117.72","117.99","118.00","117.43","","-0.21%"
"11/25/2014","117.97","118.27","118.59","117.69","","-0.25%"
"11/24/2014","118.26","117.78","118.50","117.57","","0.39%"
"11/21/2014","117.80","118.21","118.38","117.35","","-0.34%"
"11/20/2014","118.20","117.97","118.98","117.74","","0.19%"
"11/19/2014","117.97","116.87","118.07","116.82","","0.95%"
